varas,1013,03ª PROMOTORIA DE JUSTIÇA DO CONSUMIDOR
varas,314,03ª TURMA RECURSAL
varas,1024,03ª VARA DE EXECUÇÃO FISCAL
varas,8,02ª VC
varas,867,03ª UNIDADE JURISDICIONAL CÍVEL
varas,613,03ª VARA DO SISTEMA DOS JUIZADOS
varas,517,03ª VARA DO JEC
varas,784,03ª VARA FAZENDA PÚBLICA
varas,1041,03ª VARA JEC CENTRAL
varas,7,03ª VC
varas,85,03ª VF
varas,151,03ª VARA MISTA
varas,897,03º JEC BROTAS - MATUTINO
varas,115,03ª VT
varas,760,03º JEC CENTRAL
varas,164,03º JEC ZONA NORTE
varas,11,03º JEC
varas,885,03º JECCRIM
varas,1140,04ª  Vara das Execuções Fiscais
varas,800,04ª CÂMARA CÍVEL
varas,1248,04 JEC CENTRO
varas,389,04ª TURMA RECURSAL
varas,866,04ª UNIDADE JURISDICIONAL CÍVEL
varas,768,04ª VARA CÍVEL - FORO REGIONAL I - SANTANA
varas,138,04ª PJCD
varas,532,04ª VARA DO JEC
varas,785,04ª VARA FAZENDA PÚBLICA
varas,644,04ª VARA REGIONAL
varas,787,04ª VARA FAZENDA PÚBLICA
varas,786,04ª VARA FAZENDA PÚBLICA
varas,646,04ª VC DA COMARCA REGIONAL DE MANGABEIRA
varas,400,04ª VARA SUCESSÕES
varas,9,04ª VC
varas,316,03ª VARA DA FAMILIA
varas,86,04ª VF
varas,923,04ª VCrim
varas,116,04ª VT
varas,711,04ª VC MANGABEIRA
varas,1141,05ª  Vara das Execuções Fiscais
varas,12,04º JEC
varas,925,04ª VSJE Brotas Vespertino
varas,607,05ª TURMA RECURSAL
varas,873,05ª UNIDADE JURISDICIONAL CÍVEL
varas,830,05ª CÂMARA CÍVEL
varas,769,05ª VARA DA FAZENDA PÚBLICA
varas,1051,05ª VARA CRIMINAL
varas,788,05ª VARA FAZENDA PÚBLICA
varas,1249,04° JEC NORTE
varas,789,05ª VARA FAZENDA PÚBLICA
varas,530,05ª VARA DO JEC
varas,790,05ª VARA FAZENDA PÚBLICA
varas,1025,03ª VARA CIVEL E EMPRESARIAL
varas,485,05ª VARA SUCESSÕES
varas,791,05ª VARA FAZENDA PÚBLICA
varas,87,05ª VF
varas,117,05ª VT
varas,1246,05° JEC NORTE
varas,1245,05° JEC CENTRO
varas,10,05ª VC
varas,13,05º JEC
varas,1250,04° JEC SUL
varas,382,06ª CÂMARA CÍVEL
varas,1005,06ª COORDENADORIA DE POLICIA
varas,381,06ª TURMA RECURSAL
varas,1084,06ª DELEGACIA DE POLÍCIA DE JABOATÃO DOS GUARARAPES/PE
varas,860,06ª UNIDADE JURISDICIONAL CÍVEL
varas,807,06ª VARA DA FAZENDA PÚBLICA
varas,1247,05° JEC SUL
varas,531,06ª VARA DO JEC
varas,753,06ª VARA FAZENDA PÚBLICA
varas,448,06ª VARA
varas,840,06ª VARA EMPRESARIAL
varas,88,06ª VF
varas,931,05ª VC Foro Regional III - Jabaquara
varas,172,06ª VT
varas,715,05° JEC CENTRAL
varas,1242,06° JEC CENTRO
varas,33,06ª VC
varas,1243,06° JEC NORTE
varas,689,06° VARA DE ACIDENTES DE TRABALHO
varas,1244,06° JEC SUL
varas,14,06º JEC
varas,344,07ª VARA
varas,1142,07ª  Vara das Execuções Fiscais
varas,614,07ª VARA DO JEC
varas,737,07ª VARA DA FAZENDA PÚBLICA
varas,89,07ª VF
varas,713,07ª VARA DE ACIDENTE DE TRABALHO
varas,34,07ª VC
varas,173,07ª VT
varas,1256,07° JEC - UNIFAP
varas,391,08ª CÂMARA CÍVEL
varas,910,08ª DELEGACIA SECCIONAL
varas,15,07º JEC
varas,825,07º JEC CENTRAL
varas,701,08ª VARA DA FAZENDA PÚBLICA
varas,520,08ª VARA DO JEC
varas,35,08ª VC
varas,690,08° JEC CENTRAL
varas,174,08ª VT
varas,759,08º JEF
varas,90,08ª VF
varas,466,09ª VARA DA FAZENDA PÚBLICA
varas,36,09ª VC
varas,175,09ª VT
varas,529,09ªVARA DO JEC
varas,962,09º Jec Central
varas,91,09ª VF
varas,611,09º JEF
varas,16,08º JEC
varas,616,1 JEC CENTRAL
varas,208,09º JESF
varas,1069,1 JEC CENTRAL - EXTENSÃO FAMA
varas,17,09º JEC
varas,692,1 JUIZADO ESPECIAL CÍVEL E DAS RELAÇÕES DE CONSUMO DA CAPITAL
varas,464,1 NAJ - MATUTINO
varas,670,1 JEC NAJ VESPERTINO
varas,481,1 SALA DA CENTRAL DE CONCILIAÇÃO DO FORUM GUMERSINDO BESSA
varas,229,1 VARA DE CRATÉUS
varas,1143,10ª  Vara das Execuções Fiscais
varas,879,10ª UNIDADE JURISDICIONAL CÍVEL
varas,1147,10ª vara das execuções fiscais
varas,1195,10ª VARA DE FAMÍLIA
varas,552,1 VARA REGIONAL MANGABEIRA
varas,1155,10ª vara das execuções fiscais federais
varas,476,1 JEC NAJ
varas,515,10ª VARA DO JEC
varas,1196,10ª VSJE DO CONSUMIDOR
varas,1022,10ª VARA DE FAZENDA PÚBLICA
varas,37,10ª VC
varas,1055,10ª Vara Criminal
varas,272,10° JEC ALAGOAS
varas,742,11ª CIVEL DE CARMÓPOLIES
varas,1073,11ª Vara Criminal 
varas,176,10ª VT
varas,823,10º JEC CENTRAL
varas,971,11ª VARA DA FAZENDA PÚBLICA
varas,1156,11ª vara das execuções fiscais federais
varas,38,11ª VC
varas,722,11ª VARA FEDERAL
varas,177,11ª VT
varas,497,11ª VARA DO JEC
varas,1171,11ª TURMA
varas,642,11° JEC CENTRAL
varas,1240,11º Juizado Especial Federal
varas,1124,12 VSJE DO CONSUMIDOR (VESPERTINO)
varas,19,11º JEC
varas,1011,12ª DELEGACIA DE POLICIA
varas,975,12ª VARA DA FAZENDA PÚBLICA
varas,93,11ª VF
varas,1163,12ª Vara das Execuções Fiscais Federais 
varas,1160,12ª Vara de Execuções Fiscais Federais
varas,501,12ª VARA DO JEC
varas,1085,12ª Vara do JEC de Manaus
varas,446,12ª VCRIM
varas,39,12ª VC
varas,20,12º JEC
varas,977,12º JEC - CENTRAL
varas,178,12ª VT
varas,1035,12º JEF
varas,1263,12º Juizado Especial Cível e das Relações de Consumo da Capital 
varas,253,13 VARA DE FORTALEZA
varas,94,12ª VF
varas,974,12º VARA
varas,1044,13ª VARA DA FAZENDA PÚBLICA
varas,1157,13ª vara das execuções fiscais federais
varas,394,13 VARA FEDERAL
varas,502,13ª VARA DO JEC
varas,40,13ª VC
varas,179,13ª VT
varas,1049,13º JEC - CENTRAL
varas,95,13ª VF
varas,21,13º JEC
varas,1032,14ª PROMOTORA DE JUSTICA DE DEFESA DO CONSUMIDOR 
varas,973,14ª VARA
varas,1020,14ª VARA DA FAZENDA PUBLICA
varas,505,14ª VARA DO JEC
varas,41,14ª VC
varas,152,13º JESF
varas,1087,14ª VSJE DO CONSUMIDOR (VESPERTINO)
varas,180,14ª VT
varas,22,14º JEC
varas,1033,14º DEPARTAMENTO DE POLICIA CIVIL
varas,1062,15ª CÂMARA CÍVEL
varas,1182,15ª Câmara de Direito Público
